person_number,year,walk
A03954,1,NotAttend
A03954,2,NotAttend
A03954,3,attend
A03954,4,NotAttend
A03954,5,NotAttend
A03955,1,NotAttend
A03955,2,NotAttend
A03955,3,NotAttend
A03955,4,attend
A03955,5,NotAttend
A03956,1,attend
A03956,2,NotAttend
A03956,3,NotAttend
A03956,4,NotAttend
A03956,5,NotAttend
A03957,1,NotAttend
A03957,2,NotAttend
A03957,3,NotAttend
A03957,4,NotAttend
A03957,5,NotAttend
A03958,1,NotAttend
A03958,2,NotAttend
A03958,3,NotAttend
A03958,4,NotAttend
A03958,5,NotAttend
A03959,1,NotAttend
A03959,2,NotAttend
A03959,3,NotAttend
A03959,4,NotAttend
A03959,5,NotAttend
A03960,1,NotAttend
A03960,2,NotAttend
A03960,3,NotAttend
A03960,4,NotAttend
A03960,5,NotAttend
A03961,1,NotAttend
A03961,2,attend
A03961,3,attend
A03961,4,NotAttend
A03961,5,NotAttend
A03962,1,NotAttend
A03962,2,NotAttend
A03962,3,attend
A03962,4,NotAttend
A03962,5,NotAttend
A03963,1,NotAttend
A03963,2,NotAttend
A03963,3,NotAttend
A03963,4,NotAttend
A03963,5,NotAttend
A03964,1,NotAttend
A03964,2,NotAttend
A03964,3,attend
A03964,4,NotAttend
A03964,5,NotAttend
A03965,1,NotAttend
A03965,2,NotAttend
A03965,3,attend
A03965,4,NotAttend
A03965,5,NotAttend
A03966,1,NotAttend
A03966,2,attend
A03966,3,NotAttend
A03966,4,NotAttend
A03966,5,NotAttend
A03967,1,NotAttend
A03967,2,NotAttend
A03967,3,attend
A03967,4,NotAttend
A03967,5,NotAttend
A03968,1,NotAttend
A03968,2,NotAttend
A03968,3,NotAttend
A03968,4,NotAttend
A03968,5,NotAttend
A03969,1,NotAttend
A03969,2,attend
A03969,3,NotAttend
A03969,4,NotAttend
A03969,5,NotAttend
A03970,1,NotAttend
A03970,2,attend
A03970,3,NotAttend
A03970,4,NotAttend
A03970,5,attend
A03971,1,NotAttend
A03971,2,NotAttend
A03971,3,NotAttend
A03971,4,NotAttend
A03971,5,NotAttend
A03972,1,NotAttend
A03972,2,NotAttend
A03972,3,attend
A03972,4,NotAttend
A03972,5,NotAttend
A03973,1,NotAttend
A03973,2,NotAttend
A03973,3,NotAttend
A03973,4,NotAttend
A03973,5,NotAttend
A03974,1,NotAttend
A03974,2,NotAttend
A03974,3,attend
A03974,4,NotAttend
A03974,5,NotAttend
A03975,1,NotAttend
A03975,2,NotAttend
A03975,3,NotAttend
A03975,4,NotAttend
A03975,5,attend
A03976,1,NotAttend
A03976,2,NotAttend
A03976,3,NotAttend
A03976,4,attend
A03976,5,NotAttend
A03977,1,NotAttend
A03977,2,NotAttend
A03977,3,NotAttend
A03977,4,NotAttend
A03977,5,NotAttend
A03978,1,NotAttend
A03978,2,NotAttend
A03978,3,NotAttend
A03978,4,attend
A03978,5,NotAttend
A03979,1,NotAttend
A03979,2,NotAttend
A03979,3,NotAttend
A03979,4,NotAttend
A03979,5,NotAttend
A03980,1,NotAttend
A03980,2,NotAttend
A03980,3,NotAttend
A03980,4,NotAttend
A03980,5,NotAttend
A03981,1,NotAttend
A03981,2,NotAttend
A03981,3,NotAttend
A03981,4,NotAttend
A03981,5,NotAttend
A03982,1,NotAttend
A03982,2,NotAttend
A03982,3,NotAttend
A03982,4,NotAttend
A03982,5,attend
A03983,1,attend
A03983,2,NotAttend
A03983,3,NotAttend
A03983,4,NotAttend
A03983,5,NotAttend
A03984,1,NotAttend
A03984,2,NotAttend
A03984,3,NotAttend
A03984,4,NotAttend
A03984,5,NotAttend
A03985,1,NotAttend
A03985,2,NotAttend
A03985,3,NotAttend
A03985,4,NotAttend
A03985,5,NotAttend
A03986,1,NotAttend
A03986,2,NotAttend
A03986,3,attend
A03986,4,NotAttend
A03986,5,NotAttend
A03987,1,NotAttend
A03987,2,attend
A03987,3,NotAttend
A03987,4,NotAttend
A03987,5,NotAttend
A03988,1,NotAttend
A03988,2,NotAttend
A03988,3,NotAttend
A03988,4,NotAttend
A03988,5,NotAttend
A03989,1,NotAttend
A03989,2,attend
A03989,3,attend
A03989,4,NotAttend
A03989,5,NotAttend
A03990,1,NotAttend
A03990,2,attend
A03990,3,NotAttend
A03990,4,NotAttend
A03990,5,NotAttend
A03991,1,NotAttend
A03991,2,attend
A03991,3,NotAttend
A03991,4,NotAttend
A03991,5,NotAttend
A03992,1,NotAttend
A03992,2,NotAttend
A03992,3,attend
A03992,4,attend
A03992,5,NotAttend
A03993,1,attend
A03993,2,NotAttend
A03993,3,NotAttend
A03993,4,NotAttend
A03993,5,attend
A03994,1,NotAttend
A03994,2,NotAttend
A03994,3,attend
A03994,4,NotAttend
A03994,5,NotAttend
A03995,1,NotAttend
A03995,2,NotAttend
A03995,3,NotAttend
A03995,4,NotAttend
A03995,5,NotAttend
A03996,1,NotAttend
A03996,2,NotAttend
A03996,3,attend
A03996,4,NotAttend
A03996,5,NotAttend
A03997,1,NotAttend
A03997,2,NotAttend
A03997,3,NotAttend
A03997,4,NotAttend
A03997,5,NotAttend
A03998,1,NotAttend
A03998,2,NotAttend
A03998,3,NotAttend
A03998,4,NotAttend
A03998,5,NotAttend
A03999,1,NotAttend
A03999,2,NotAttend
A03999,3,NotAttend
A03999,4,NotAttend
A03999,5,NotAttend
A04000,1,NotAttend
A04000,2,NotAttend
A04000,3,NotAttend
A04000,4,NotAttend
A04000,5,NotAttend
A04001,1,NotAttend
A04001,2,NotAttend
A04001,3,NotAttend
A04001,4,NotAttend
A04001,5,NotAttend
A04002,1,NotAttend
A04002,2,NotAttend
A04002,3,NotAttend
A04002,4,NotAttend
A04002,5,NotAttend
A04003,1,NotAttend
A04003,2,NotAttend
A04003,3,NotAttend
A04003,4,NotAttend
A04003,5,NotAttend
A04004,1,NotAttend
A04004,2,NotAttend
A04004,3,NotAttend
A04004,4,NotAttend
A04004,5,NotAttend
A04005,1,NotAttend
A04005,2,NotAttend
A04005,3,NotAttend
A04005,4,NotAttend
A04005,5,NotAttend
A04006,1,NotAttend
A04006,2,NotAttend
A04006,3,NotAttend
A04006,4,NotAttend
A04006,5,NotAttend
A04007,1,NotAttend
A04007,2,NotAttend
A04007,3,NotAttend
A04007,4,NotAttend
A04007,5,NotAttend
A04008,1,NotAttend
A04008,2,NotAttend
A04008,3,NotAttend
A04008,4,NotAttend
A04008,5,NotAttend
A04009,1,attend
A04009,2,NotAttend
A04009,3,attend
A04009,4,NotAttend
A04009,5,NotAttend
A04010,1,NotAttend
A04010,2,NotAttend
A04010,3,NotAttend
A04010,4,NotAttend
A04010,5,NotAttend
A04011,1,NotAttend
A04011,2,NotAttend
A04011,3,NotAttend
A04011,4,NotAttend
A04011,5,NotAttend
A04012,1,NotAttend
A04012,2,NotAttend
A04012,3,NotAttend
A04012,4,NotAttend
A04012,5,NotAttend
A04013,1,attend
A04013,2,NotAttend
A04013,3,NotAttend
A04013,4,NotAttend
A04013,5,NotAttend
A04014,1,NotAttend
A04014,2,NotAttend
A04014,3,NotAttend
A04014,4,NotAttend
A04014,5,NotAttend
A04015,1,attend
A04015,2,NotAttend
A04015,3,NotAttend
A04015,4,NotAttend
A04015,5,NotAttend
A04016,1,NotAttend
A04016,2,NotAttend
A04016,3,NotAttend
A04016,4,NotAttend
A04016,5,NotAttend
A04017,1,NotAttend
A04017,2,NotAttend
A04017,3,NotAttend
A04017,4,NotAttend
A04017,5,NotAttend
A04018,1,NotAttend
A04018,2,NotAttend
A04018,3,NotAttend
A04018,4,NotAttend
A04018,5,NotAttend
A04019,1,NotAttend
A04019,2,attend
A04019,3,attend
A04019,4,NotAttend
A04019,5,NotAttend
A04020,1,NotAttend
A04020,2,NotAttend
A04020,3,NotAttend
A04020,4,NotAttend
A04020,5,NotAttend
A04021,1,NotAttend
A04021,2,attend
A04021,3,NotAttend
A04021,4,NotAttend
A04021,5,NotAttend
A04022,1,attend
A04022,2,NotAttend
A04022,3,NotAttend
A04022,4,NotAttend
A04022,5,NotAttend
A04023,1,NotAttend
A04023,2,NotAttend
A04023,3,NotAttend
A04023,4,NotAttend
A04023,5,NotAttend
A04024,1,NotAttend
A04024,2,NotAttend
A04024,3,NotAttend
A04024,4,NotAttend
A04024,5,NotAttend
A04025,1,NotAttend
A04025,2,NotAttend
A04025,3,NotAttend
A04025,4,NotAttend
A04025,5,NotAttend
A04026,1,attend
A04026,2,NotAttend
A04026,3,NotAttend
A04026,4,NotAttend
A04026,5,NotAttend
A04027,1,NotAttend
A04027,2,NotAttend
A04027,3,NotAttend
A04027,4,NotAttend
A04027,5,NotAttend
A04028,1,NotAttend
A04028,2,NotAttend
A04028,3,NotAttend
A04028,4,NotAttend
A04028,5,NotAttend
A04029,1,NotAttend
A04029,2,NotAttend
A04029,3,NotAttend
A04029,4,NotAttend
A04029,5,NotAttend
A04030,1,NotAttend
A04030,2,attend
A04030,3,NotAttend
A04030,4,NotAttend
A04030,5,NotAttend
A04031,1,NotAttend
A04031,2,NotAttend
A04031,3,NotAttend
A04031,4,attend
A04031,5,NotAttend
A04032,1,NotAttend
A04032,2,NotAttend
A04032,3,NotAttend
A04032,4,NotAttend
A04032,5,NotAttend
A04033,1,NotAttend
A04033,2,NotAttend
A04033,3,NotAttend
A04033,4,attend
A04033,5,NotAttend
A04034,1,NotAttend
A04034,2,NotAttend
A04034,3,NotAttend
A04034,4,attend
A04034,5,NotAttend
A04035,1,NotAttend
A04035,2,NotAttend
A04035,3,NotAttend
A04035,4,NotAttend
A04035,5,NotAttend
A04036,1,NotAttend
A04036,2,NotAttend
A04036,3,attend
A04036,4,attend
A04036,5,NotAttend
A04037,1,NotAttend
A04037,2,NotAttend
A04037,3,attend
A04037,4,NotAttend
A04037,5,attend
A04038,1,NotAttend
A04038,2,NotAttend
A04038,3,NotAttend
A04038,4,NotAttend
A04038,5,attend
A04039,1,NotAttend
A04039,2,NotAttend
A04039,3,NotAttend
A04039,4,NotAttend
A04039,5,NotAttend
A04040,1,NotAttend
A04040,2,NotAttend
A04040,3,attend
A04040,4,NotAttend
A04040,5,attend
A04041,1,NotAttend
A04041,2,NotAttend
A04041,3,NotAttend
A04041,4,NotAttend
A04041,5,NotAttend
A04042,1,attend
A04042,2,NotAttend
A04042,3,NotAttend
A04042,4,NotAttend
A04042,5,NotAttend
A04043,1,NotAttend
A04043,2,NotAttend
A04043,3,NotAttend
A04043,4,NotAttend
A04043,5,NotAttend
A04044,1,NotAttend
A04044,2,NotAttend
A04044,3,NotAttend
A04044,4,NotAttend
A04044,5,NotAttend
A04045,1,NotAttend
A04045,2,attend
A04045,3,NotAttend
A04045,4,NotAttend
A04045,5,NotAttend
A04046,1,NotAttend
A04046,2,NotAttend
A04046,3,NotAttend
A04046,4,NotAttend
A04046,5,NotAttend
A04047,1,NotAttend
A04047,2,NotAttend
A04047,3,NotAttend
A04047,4,NotAttend
A04047,5,NotAttend
A04048,1,NotAttend
A04048,2,NotAttend
A04048,3,NotAttend
A04048,4,NotAttend
A04048,5,NotAttend
A04049,1,NotAttend
A04049,2,NotAttend
A04049,3,NotAttend
A04049,4,NotAttend
A04049,5,NotAttend
A04050,1,attend
A04050,2,NotAttend
A04050,3,NotAttend
A04050,4,attend
A04050,5,NotAttend
A04051,1,NotAttend
A04051,2,NotAttend
A04051,3,NotAttend
A04051,4,NotAttend
A04051,5,NotAttend
A04052,1,NotAttend
A04052,2,NotAttend
A04052,3,attend
A04052,4,NotAttend
A04052,5,NotAttend
A04053,1,NotAttend
A04053,2,NotAttend
A04053,3,NotAttend
A04053,4,NotAttend
A04053,5,NotAttend
A04054,1,NotAttend
A04054,2,NotAttend
A04054,3,NotAttend
A04054,4,NotAttend
A04054,5,attend
A04055,1,NotAttend
A04055,2,NotAttend
A04055,3,NotAttend
A04055,4,NotAttend
A04055,5,NotAttend
A04056,1,NotAttend
A04056,2,NotAttend
A04056,3,NotAttend
A04056,4,NotAttend
A04056,5,NotAttend
A04057,1,NotAttend
A04057,2,NotAttend
A04057,3,NotAttend
A04057,4,NotAttend
A04057,5,NotAttend
A04058,1,NotAttend
A04058,2,NotAttend
A04058,3,NotAttend
A04058,4,NotAttend
A04058,5,NotAttend
A04059,1,NotAttend
A04059,2,NotAttend
A04059,3,NotAttend
A04059,4,NotAttend
A04059,5,NotAttend
A04060,1,attend
A04060,2,NotAttend
A04060,3,attend
A04060,4,NotAttend
A04060,5,NotAttend
A04061,1,attend
A04061,2,NotAttend
A04061,3,NotAttend
A04061,4,attend
A04061,5,attend
A04062,1,NotAttend
A04062,2,NotAttend
A04062,3,NotAttend
A04062,4,NotAttend
A04062,5,NotAttend
A04063,1,NotAttend
A04063,2,NotAttend
A04063,3,attend
A04063,4,NotAttend
A04063,5,NotAttend
A04064,1,NotAttend
A04064,2,NotAttend
A04064,3,NotAttend
A04064,4,NotAttend
A04064,5,NotAttend
A04065,1,NotAttend
A04065,2,NotAttend
A04065,3,NotAttend
A04065,4,NotAttend
A04065,5,NotAttend
A04066,1,NotAttend
A04066,2,NotAttend
A04066,3,NotAttend
A04066,4,NotAttend
A04066,5,NotAttend
A04067,1,NotAttend
A04067,2,NotAttend
A04067,3,NotAttend
A04067,4,NotAttend
A04067,5,NotAttend
A04068,1,NotAttend
A04068,2,NotAttend
A04068,3,NotAttend
A04068,4,NotAttend
A04068,5,NotAttend
A04069,1,attend
A04069,2,NotAttend
A04069,3,NotAttend
A04069,4,attend
A04069,5,NotAttend
A04070,1,attend
A04070,2,attend
A04070,3,NotAttend
A04070,4,NotAttend
A04070,5,NotAttend
A04071,1,NotAttend
A04071,2,NotAttend
A04071,3,NotAttend
A04071,4,NotAttend
A04071,5,NotAttend
A04072,1,NotAttend
A04072,2,NotAttend
A04072,3,NotAttend
A04072,4,NotAttend
A04072,5,NotAttend
A04073,1,NotAttend
A04073,2,NotAttend
A04073,3,NotAttend
A04073,4,NotAttend
A04073,5,NotAttend
A04074,1,attend
A04074,2,NotAttend
A04074,3,NotAttend
A04074,4,NotAttend
A04074,5,attend
A04075,1,NotAttend
A04075,2,NotAttend
A04075,3,attend
A04075,4,NotAttend
A04075,5,NotAttend
A04076,1,NotAttend
A04076,2,NotAttend
A04076,3,NotAttend
A04076,4,NotAttend
A04076,5,NotAttend
A04077,1,attend
A04077,2,NotAttend
A04077,3,NotAttend
A04077,4,NotAttend
A04077,5,NotAttend
A04078,1,NotAttend
A04078,2,NotAttend
A04078,3,NotAttend
A04078,4,attend
A04078,5,NotAttend
A04079,1,attend
A04079,2,attend
A04079,3,NotAttend
A04079,4,NotAttend
A04079,5,NotAttend
A04080,1,attend
A04080,2,NotAttend
A04080,3,NotAttend
A04080,4,attend
A04080,5,NotAttend
A04081,1,NotAttend
A04081,2,NotAttend
A04081,3,attend
A04081,4,attend
A04081,5,NotAttend
A04082,1,NotAttend
A04082,2,attend
A04082,3,NotAttend
A04082,4,NotAttend
A04082,5,NotAttend
A04083,1,NotAttend
A04083,2,NotAttend
A04083,3,NotAttend
A04083,4,NotAttend
A04083,5,attend
A04084,1,NotAttend
A04084,2,NotAttend
A04084,3,NotAttend
A04084,4,NotAttend
A04084,5,NotAttend
A04085,1,NotAttend
A04085,2,NotAttend
A04085,3,NotAttend
A04085,4,NotAttend
A04085,5,NotAttend
A04086,1,NotAttend
A04086,2,NotAttend
A04086,3,NotAttend
A04086,4,NotAttend
A04086,5,NotAttend
A04087,1,NotAttend
A04087,2,NotAttend
A04087,3,NotAttend
A04087,4,attend
A04087,5,NotAttend
A04088,1,NotAttend
A04088,2,NotAttend
A04088,3,NotAttend
A04088,4,NotAttend
A04088,5,NotAttend
A04089,1,NotAttend
A04089,2,NotAttend
A04089,3,attend
A04089,4,attend
A04089,5,NotAttend
A04090,1,NotAttend
A04090,2,NotAttend
A04090,3,attend
A04090,4,attend
A04090,5,NotAttend
A04091,1,NotAttend
A04091,2,NotAttend
A04091,3,NotAttend
A04091,4,NotAttend
A04091,5,attend
A04092,1,attend
A04092,2,NotAttend
A04092,3,NotAttend
A04092,4,NotAttend
A04092,5,NotAttend
A04093,1,attend
A04093,2,NotAttend
A04093,3,NotAttend
A04093,4,attend
A04093,5,NotAttend
A04094,1,NotAttend
A04094,2,NotAttend
A04094,3,NotAttend
A04094,4,NotAttend
A04094,5,NotAttend
A04095,1,NotAttend
A04095,2,NotAttend
A04095,3,attend
A04095,4,NotAttend
A04095,5,attend
A04096,1,NotAttend
A04096,2,NotAttend
A04096,3,NotAttend
A04096,4,NotAttend
A04096,5,NotAttend
A04097,1,attend
A04097,2,attend
A04097,3,NotAttend
A04097,4,NotAttend
A04097,5,attend
A04098,1,attend
A04098,2,NotAttend
A04098,3,NotAttend
A04098,4,attend
A04098,5,attend
A04099,1,NotAttend
A04099,2,NotAttend
A04099,3,NotAttend
A04099,4,NotAttend
A04099,5,NotAttend
A04100,1,NotAttend
A04100,2,NotAttend
A04100,3,attend
A04100,4,NotAttend
A04100,5,NotAttend
A04101,1,attend
A04101,2,NotAttend
A04101,3,NotAttend
A04101,4,NotAttend
A04101,5,NotAttend
A04102,1,NotAttend
A04102,2,NotAttend
A04102,3,NotAttend
A04102,4,NotAttend
A04102,5,NotAttend
A04103,1,NotAttend
A04103,2,NotAttend
A04103,3,attend
A04103,4,NotAttend
A04103,5,attend
A04104,1,NotAttend
A04104,2,NotAttend
A04104,3,NotAttend
A04104,4,NotAttend
A04104,5,NotAttend
A04105,1,NotAttend
A04105,2,NotAttend
A04105,3,NotAttend
A04105,4,NotAttend
A04105,5,NotAttend
A04106,1,NotAttend
A04106,2,NotAttend
A04106,3,NotAttend
A04106,4,NotAttend
A04106,5,NotAttend
A04107,1,NotAttend
A04107,2,NotAttend
A04107,3,NotAttend
A04107,4,NotAttend
A04107,5,NotAttend
A04108,1,NotAttend
A04108,2,NotAttend
A04108,3,attend
A04108,4,NotAttend
A04108,5,NotAttend
A04109,1,NotAttend
A04109,2,NotAttend
A04109,3,NotAttend
A04109,4,NotAttend
A04109,5,NotAttend
A04110,1,attend
A04110,2,NotAttend
A04110,3,NotAttend
A04110,4,NotAttend
A04110,5,NotAttend
A04111,1,NotAttend
A04111,2,NotAttend
A04111,3,NotAttend
A04111,4,NotAttend
A04111,5,NotAttend
A04112,1,NotAttend
A04112,2,attend
A04112,3,NotAttend
A04112,4,NotAttend
A04112,5,attend
A04113,1,NotAttend
A04113,2,NotAttend
A04113,3,NotAttend
A04113,4,attend
A04113,5,NotAttend
A04114,1,NotAttend
A04114,2,attend
A04114,3,NotAttend
A04114,4,NotAttend
A04114,5,NotAttend
A04115,1,NotAttend
A04115,2,attend
A04115,3,NotAttend
A04115,4,NotAttend
A04115,5,NotAttend
A04116,1,attend
A04116,2,NotAttend
A04116,3,NotAttend
A04116,4,NotAttend
A04116,5,attend
A04117,1,NotAttend
A04117,2,NotAttend
A04117,3,attend
A04117,4,NotAttend
A04117,5,NotAttend
A04118,1,NotAttend
A04118,2,NotAttend
A04118,3,NotAttend
A04118,4,NotAttend
A04118,5,NotAttend
A04119,1,NotAttend
A04119,2,NotAttend
A04119,3,NotAttend
A04119,4,NotAttend
A04119,5,NotAttend
A04120,1,NotAttend
A04120,2,attend
A04120,3,attend
A04120,4,attend
A04120,5,NotAttend
A04121,1,NotAttend
A04121,2,NotAttend
A04121,3,NotAttend
A04121,4,NotAttend
A04121,5,NotAttend
A04122,1,NotAttend
A04122,2,attend
A04122,3,NotAttend
A04122,4,attend
A04122,5,NotAttend
A04123,1,NotAttend
A04123,2,NotAttend
A04123,3,NotAttend
A04123,4,NotAttend
A04123,5,NotAttend
A04124,1,NotAttend
A04124,2,NotAttend
A04124,3,NotAttend
A04124,4,NotAttend
A04124,5,attend
A04125,1,NotAttend
A04125,2,NotAttend
A04125,3,NotAttend
A04125,4,NotAttend
A04125,5,attend
A04126,1,NotAttend
A04126,2,NotAttend
A04126,3,NotAttend
A04126,4,NotAttend
A04126,5,NotAttend
A04127,1,attend
A04127,2,attend
A04127,3,NotAttend
A04127,4,NotAttend
A04127,5,NotAttend
A04128,1,NotAttend
A04128,2,NotAttend
A04128,3,NotAttend
A04128,4,NotAttend
A04128,5,NotAttend
A04129,1,NotAttend
A04129,2,NotAttend
A04129,3,NotAttend
A04129,4,attend
A04129,5,NotAttend
A04130,1,NotAttend
A04130,2,attend
A04130,3,NotAttend
A04130,4,NotAttend
A04130,5,NotAttend
A04131,1,NotAttend
A04131,2,attend
A04131,3,NotAttend
A04131,4,NotAttend
A04131,5,NotAttend
A04132,1,NotAttend
A04132,2,NotAttend
A04132,3,NotAttend
A04132,4,NotAttend
A04132,5,NotAttend
A04133,1,NotAttend
A04133,2,NotAttend
A04133,3,NotAttend
A04133,4,NotAttend
A04133,5,NotAttend
A04134,1,NotAttend
A04134,2,NotAttend
A04134,3,attend
A04134,4,NotAttend
A04134,5,attend
A04135,1,NotAttend
A04135,2,NotAttend
A04135,3,attend
A04135,4,NotAttend
A04135,5,attend
A04136,1,NotAttend
A04136,2,NotAttend
A04136,3,NotAttend
A04136,4,NotAttend
A04136,5,NotAttend
A04137,1,NotAttend
A04137,2,attend
A04137,3,NotAttend
A04137,4,NotAttend
A04137,5,attend
A04138,1,NotAttend
A04138,2,attend
A04138,3,NotAttend
A04138,4,NotAttend
A04138,5,NotAttend
A04139,1,NotAttend
A04139,2,NotAttend
A04139,3,NotAttend
A04139,4,NotAttend
A04139,5,NotAttend
A04140,1,NotAttend
A04140,2,NotAttend
A04140,3,NotAttend
A04140,4,attend
A04140,5,NotAttend
A04141,1,NotAttend
A04141,2,NotAttend
A04141,3,NotAttend
A04141,4,NotAttend
A04141,5,NotAttend
A04142,1,NotAttend
A04142,2,NotAttend
A04142,3,NotAttend
A04142,4,attend
A04142,5,NotAttend
A04143,1,NotAttend
A04143,2,attend
A04143,3,attend
A04143,4,NotAttend
A04143,5,NotAttend
A04144,1,NotAttend
A04144,2,NotAttend
A04144,3,NotAttend
A04144,4,NotAttend
A04144,5,NotAttend
A04145,1,NotAttend
A04145,2,NotAttend
A04145,3,NotAttend
A04145,4,NotAttend
A04145,5,NotAttend
A04146,1,NotAttend
A04146,2,NotAttend
A04146,3,NotAttend
A04146,4,NotAttend
A04146,5,NotAttend
A04147,1,NotAttend
A04147,2,attend
A04147,3,NotAttend
A04147,4,attend
A04147,5,NotAttend
A04148,1,NotAttend
A04148,2,NotAttend
A04148,3,attend
A04148,4,NotAttend
A04148,5,NotAttend
A04149,1,NotAttend
A04149,2,NotAttend
A04149,3,NotAttend
A04149,4,NotAttend
A04149,5,NotAttend
A04150,1,NotAttend
A04150,2,NotAttend
A04150,3,NotAttend
A04150,4,NotAttend
A04150,5,attend
A04151,1,NotAttend
A04151,2,NotAttend
A04151,3,NotAttend
A04151,4,NotAttend
A04151,5,NotAttend
A04152,1,NotAttend
A04152,2,NotAttend
A04152,3,attend
A04152,4,NotAttend
A04152,5,NotAttend
A04153,1,NotAttend
A04153,2,NotAttend
A04153,3,NotAttend
A04153,4,NotAttend
A04153,5,NotAttend
A04154,1,attend
A04154,2,NotAttend
A04154,3,NotAttend
A04154,4,NotAttend
A04154,5,NotAttend
A04155,1,NotAttend
A04155,2,NotAttend
A04155,3,NotAttend
A04155,4,NotAttend
A04155,5,NotAttend
A04156,1,NotAttend
A04156,2,NotAttend
A04156,3,NotAttend
A04156,4,NotAttend
A04156,5,attend
A04157,1,NotAttend
A04157,2,NotAttend
A04157,3,NotAttend
A04157,4,attend
A04157,5,NotAttend
A04158,1,attend
A04158,2,NotAttend
A04158,3,attend
A04158,4,NotAttend
A04158,5,NotAttend
A04159,1,NotAttend
A04159,2,NotAttend
A04159,3,NotAttend
A04159,4,NotAttend
A04159,5,NotAttend
A04160,1,attend
A04160,2,NotAttend
A04160,3,NotAttend
A04160,4,NotAttend
A04160,5,NotAttend
A04161,1,NotAttend
A04161,2,NotAttend
A04161,3,NotAttend
A04161,4,NotAttend
A04161,5,NotAttend
A04162,1,NotAttend
A04162,2,NotAttend
A04162,3,NotAttend
A04162,4,attend
A04162,5,attend
A04163,1,NotAttend
A04163,2,NotAttend
A04163,3,NotAttend
A04163,4,NotAttend
A04163,5,NotAttend
A04164,1,NotAttend
A04164,2,NotAttend
A04164,3,NotAttend
A04164,4,NotAttend
A04164,5,NotAttend
A04165,1,attend
A04165,2,NotAttend
A04165,3,NotAttend
A04165,4,NotAttend
A04165,5,NotAttend
A04166,1,NotAttend
A04166,2,NotAttend
A04166,3,attend
A04166,4,NotAttend
A04166,5,NotAttend
A04167,1,NotAttend
A04167,2,attend
A04167,3,NotAttend
A04167,4,NotAttend
A04167,5,NotAttend
A04168,1,NotAttend
A04168,2,NotAttend
A04168,3,NotAttend
A04168,4,attend
A04168,5,NotAttend
A04169,1,attend
A04169,2,NotAttend
A04169,3,NotAttend
A04169,4,NotAttend
A04169,5,NotAttend
A04170,1,NotAttend
A04170,2,NotAttend
A04170,3,NotAttend
A04170,4,NotAttend
A04170,5,NotAttend
A04171,1,NotAttend
A04171,2,NotAttend
A04171,3,NotAttend
A04171,4,NotAttend
A04171,5,NotAttend
A04172,1,NotAttend
A04172,2,NotAttend
A04172,3,attend
A04172,4,attend
A04172,5,attend
A04173,1,attend
A04173,2,attend
A04173,3,NotAttend
A04173,4,NotAttend
A04173,5,NotAttend
A04174,1,NotAttend
A04174,2,NotAttend
A04174,3,NotAttend
A04174,4,NotAttend
A04174,5,NotAttend
A04175,1,attend
A04175,2,attend
A04175,3,NotAttend
A04175,4,NotAttend
A04175,5,attend
A04176,1,NotAttend
A04176,2,NotAttend
A04176,3,NotAttend
A04176,4,NotAttend
A04176,5,NotAttend
A04177,1,NotAttend
A04177,2,NotAttend
A04177,3,NotAttend
A04177,4,NotAttend
A04177,5,NotAttend
A04178,1,NotAttend
A04178,2,NotAttend
A04178,3,NotAttend
A04178,4,attend
A04178,5,NotAttend
A04179,1,NotAttend
A04179,2,NotAttend
A04179,3,NotAttend
A04179,4,NotAttend
A04179,5,NotAttend
A04180,1,NotAttend
A04180,2,NotAttend
A04180,3,NotAttend
A04180,4,NotAttend
A04180,5,NotAttend
A04181,1,NotAttend
A04181,2,NotAttend
A04181,3,NotAttend
A04181,4,NotAttend
A04181,5,NotAttend
A04182,1,NotAttend
A04182,2,NotAttend
A04182,3,NotAttend
A04182,4,NotAttend
A04182,5,NotAttend
A04183,1,NotAttend
A04183,2,NotAttend
A04183,3,NotAttend
A04183,4,NotAttend
A04183,5,NotAttend
A04184,1,NotAttend
A04184,2,NotAttend
A04184,3,NotAttend
A04184,4,NotAttend
A04184,5,NotAttend
A04185,1,NotAttend
A04185,2,NotAttend
A04185,3,NotAttend
A04185,4,attend
A04185,5,attend
A04186,1,NotAttend
A04186,2,NotAttend
A04186,3,NotAttend
A04186,4,NotAttend
A04186,5,NotAttend
A04187,1,NotAttend
A04187,2,NotAttend
A04187,3,NotAttend
A04187,4,NotAttend
A04187,5,NotAttend
A04188,1,NotAttend
A04188,2,NotAttend
A04188,3,NotAttend
A04188,4,NotAttend
A04188,5,attend
A04189,1,NotAttend
A04189,2,NotAttend
A04189,3,NotAttend
A04189,4,NotAttend
A04189,5,NotAttend
A04190,1,attend
A04190,2,NotAttend
A04190,3,NotAttend
A04190,4,NotAttend
A04190,5,NotAttend
A04191,1,NotAttend
A04191,2,NotAttend
A04191,3,NotAttend
A04191,4,NotAttend
A04191,5,attend
A04192,1,NotAttend
A04192,2,NotAttend
A04192,3,NotAttend
A04192,4,NotAttend
A04192,5,attend
A04193,1,attend
A04193,2,NotAttend
A04193,3,NotAttend
A04193,4,NotAttend
A04193,5,NotAttend
A04194,1,NotAttend
A04194,2,NotAttend
A04194,3,NotAttend
A04194,4,NotAttend
A04194,5,NotAttend
A04195,1,NotAttend
A04195,2,NotAttend
A04195,3,NotAttend
